Item #,Description,Vendor Name,class,Full Case Qty
P3804,Calf Sleeve                                                 ,Hill-Rom                                ,Compression Device - Pairs,5
P3804-L,Calf Garment                                                ,Hill-Rom                                ,Compression Device - Pairs,5
P3805,Thigh Sleeve                                                ,Hill-Rom                                ,Compression Device - Pairs,5
P3806,Thigh Sleeve                                                ,Hill-Rom                                ,Compression Device - Pairs,5
P3807,Thigh Sleeve                                                ,Hill-Rom                                ,Compression Device - Pairs,5
P3808,Foot Sleeve                                                 ,Hill-Rom                                ,Compression Device - Pairs,5
P3841,Calf Sleeve - Pair            Small                         ,Hill-Rom                                ,Compression Device - Pairs,5
P3842,Calf Sleeve - Pair            Fits up to 21 1/2 in          ,Hill-Rom                                ,Compression Device - Pairs,5
P3843,Calf Sleeve - Pair            Large                         ,Hill-Rom                                ,Compression Device - Pairs,5
DVT-10,Calf Garment - One Pair                                     ,Huntleigh Health Care                   ,Compression Device - Pairs,10
DVT-20,Calf Garment - One Pair                                     ,Huntleigh Health Care                   ,Compression Device - Pairs,10
DVT-30,Thigh Garment - One Pair                                    ,Huntleigh Health Care                   ,Compression Device - Pairs,10
DVT-40,Thigh Garment - One Pair                                    ,Huntleigh Health Care                   ,Compression Device - Pairs,10
DVT-60,Calf Garment - One Pair                                     ,Huntleigh Health Care                   ,Compression Device - Pairs,10
DVT-60L,Calf Garment - One Pair                                     ,Huntleigh Health Care                   ,Compression Device - Pairs,10
FG 100 (2),Foot Garment - One Pair                                     ,Huntleigh Health Care                   ,Compression Device - Pairs,10
FG 200 (2),Foot Garment - One Pair                                     ,Huntleigh Health Care                   ,Compression Device - Pairs,10
L501-M,Flowtron DVT Calf Garment                                   ,Huntleigh Health Care                   ,Compression Device - Pairs,10
L503-M,Flowtron Thigh Garment                                      ,Huntleigh Health Care                   ,Compression Device - Pairs,10
5065,Impad Rigid Sole Foot Cover   Regular Pair                  ,Kendall                                 ,Compression Device - Pairs,5
5075,Impad Rigid Sole Foot Cover   Large Pair                    ,Kendall                                 ,Compression Device - Pairs,5
5329,SCD Soft Sleeves              Knee Lenth Medium             ,Kendall                                 ,Compression Device - Pairs,5
5330,SCD Soft Sleeves              Thigh Length Medium           ,Kendall                                 ,Compression Device - Pairs,5
5345,SCD Soft Sleeves              Thigh Length Small            ,Kendall                                 ,Compression Device - Pairs,5
5480,SCD Soft Sleeves              Thigh Length Large            ,Kendall                                 ,Compression Device - Pairs,5
5489,SCD Soft Sleeves              Knee Length Large             ,Kendall                                 ,Compression Device - Pairs,5
74010,SCD Comfort Sleeve            Thigh Length X Small          ,Kendall                                 ,Compression Device - Pairs,5
74011,SCD Comfort Sleeve            Thigh Length Small            ,Kendall                                 ,Compression Device - Pairs,5
74012,SCD Comfort Sleeve            Thigh Length Medium           ,Kendall                                 ,Compression Device - Pairs,5
74013,SCD Comfort Sleeve            Thigh Length Large            ,Kendall                                 ,Compression Device - Pairs,3
74021,SCD Comfort Sleeve            Knee Length Small             ,Kendall                                 ,Compression Device - Pairs,5
74022,SCD Comfort Sleeve            Knee Length Medium            ,Kendall                                 ,Compression Device - Pairs,5
74023,SCD Comfort Sleeve            Knee Length Large             ,Kendall                                 ,Compression Device - Pairs,5
9529,SCD Express Compression SleeveKnee Length Medium            ,Kendall                                 ,Compression Device - Pairs,5
9530,SCD Express Compression SleeveThigh Length Medium           ,Kendall                                 ,Compression Device - Pairs,5
9545,SCD Express Compression SleeveThigh Length Small            ,Kendall                                 ,Compression Device - Pairs,5
9780,SCD Express Compression SleeveThigh Length Large            ,Kendall                                 ,Compression Device - Pairs,3
9789,SCD Express Compression SleeveKnee Length Large             ,Kendall                                 ,Compression Device - Pairs,5
MDS601BD,Hemo-Force Calf Garment       Item Equal to MDS601B         ,Medline                                 ,Compression Device - Pairs,10
MDS601BSQ,Vaso/Hemo Force Sequential    Calf Garment Bariatric        ,Medline                                 ,Compression Device - Pairs,10
MDS601LD,Hemo-Force Calf Garment       Item Equal to MDS601L         ,Medline                                 ,Compression Device - Pairs,10
MDS601LSQ,Vaso/Hemo Force Sequential    Calf Garment Large            ,Medline                                 ,Compression Device - Pairs,10
MDS601MD,Hemo-Force Calf Garment       Item Equal to MDS601M         ,Medline                                 ,Compression Device - Pairs,10
MDS601MSQ,Vaso/Hemo Force Sequential    Calf Garment Medium           ,Medline                                 ,Compression Device - Pairs,10
MDS601PD,Hemo-Force Calf Garment       Item Equal to MDS601P         ,Medline                                 ,Compression Device - Pairs,10
MDS601PSQ,Vaso/Hemo Force Sequential    Calf Garment Small            ,Medline                                 ,Compression Device - Pairs,10
MDS620,Vaso/Hemo Force               Foot Garment Medium           ,Medline                                 ,Compression Device - Pairs,10
MDS620L,Vaso/Hemo Force               Foot Garment Large            ,Medline                                 ,Compression Device - Pairs,10
MDS630BD,Hemo-Force Thigh Garment      Item Equal to MDS630B         ,Medline                                 ,Compression Device - Pairs,10
MDS630LD,Hemo-Force Thigh Garment      Item Equal to MDS630L         ,Medline                                 ,Compression Device - Pairs,10
MDS630LSQ,Vaso/Hemo Force Sequential    Thigh Garment Large           ,Medline                                 ,Compression Device - Pairs,10
MDS630MD,Hemo-Force Thigh Garment      Item Equal to MDS630M         ,Medline                                 ,Compression Device - Pairs,10
MDS630MSQ,Vaso/Hemo Force Sequential    Thigh Garment Medium          ,Medline                                 ,Compression Device - Pairs,10
MDS630SSQ,Vaso/Hemo Force Sequential    Thigh Garment Small           ,Medline                                 ,Compression Device - Pairs,10
